"MAIN STORE LINK","DESIGNER NAME","CATEGORY","WEBSITE","INSTAGRAM URL","IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","IMAGE 7","IMAGE 8","IMAGE 9","IMAGE 10","IMAGE 11","IMAGE 12","IMAGE 13","IMAGE 14"
"https://www.perniaspopupshop.com/designers/marichi","Marichi","Women",,"https://www.instagram.com/marichithebrand/?hl=en","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062119_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062116_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062117_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062112_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062114_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MARI062106_1.JPG?impolicy=listingimagedesktop",,,,,,,,
"https://www.perniaspopupshop.com/designers/masque-milano-x-scentido","Masque Milano X Scentido",,"https://masquemilano.com/","https://www.instagram.com/masquemilano","https://img.perniaspopupshop.com/catalog/product/m/a/MASQ062103_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MASQ062102_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/a/MASQ062101_1.jpg?impolicy=listingimagedesktop",,,,,,,,,,,
"https://www.perniaspopupshop.com/designers/muni-kumar","Muni Kumar",,,,"https://img.perniaspopupshop.com/catalog/product/m/u/MUNI072124_2.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/u/MUNI072123_2.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/u/MUNI072122_1.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/u/MUNI072119_1.jpeg?impolicy=listingimagedesktop",,,,,,,,,,
"https://www.perniaspopupshop.com/designers/myriad-jewels","Myriad Jewels",,"https://www.facebook.com/MyriadJewels/",,,,,,,,,,,,,,,
"https://www.perniaspopupshop.com/designers/mitali-jain","Mitali Jain","Women","https://jewellerybymitalijain.com/","https://www.instagram.com/jewellerybymitalijain/","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092216_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092215_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092214_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092213_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092211_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092207_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MITA092206_1.JPG?impolicy=listingimagedesktop",,,,,,,
"https://www.perniaspopupshop.com/designers/manju-kalita-das","Manju Kalita Das",,,,"https://img.perniaspopupshop.com/catalog/product/m/k/MKAD072139_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/k/MKAD072138_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/k/MKAD072140_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/k/MKAD072134_3.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/k/MKAD072133_2.jpg?impolicy=listingimagedesktop",,,,,,,,,
"https://www.perniaspopupshop.com/designers/matree-jewels","Matree Jewels",,"https://matreebynehawahi.com/",,,,,,,,,,,,,,,
"https://www.perniaspopupshop.com/designers/minaki-men","Minaki Men","Men","https://minaki.shop/","https://instagram.com/_minaki__","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092334_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092335_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092338_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092337_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092336_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/i/MIME092333_1.jpg?impolicy=listingimagedesktop",,,,,,,,
"https://www.perniaspopupshop.com/designers/mimamsaa-men","Mimamsaa MEN","Women","https://mimamsaa.com/","https://www.instagram.com/mimamsaa/",,,,,,,,,,,,,,
"https://www.perniaspopupshop.com/designers/medium","Medium","Women",,,"https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022210_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022209_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022208_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022206_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022205_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022203_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022202_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI022201_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI012272_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEDI012271_1.jpg?impolicy=listingimagedesktop",,,,
"https://www.perniaspopupshop.com/designers/manzar","MANZAR","Women",,"https://www.instagram.com/manzar_couture/",,,,,,,,,,,,,,
"https://www.perniaspopupshop.com/designers/mehraab","Mehraab Men","Men",,"https://www.instagram.com/mehraab_official/","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092210_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092208_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092212_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092213_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092207_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MEHR092209_1.jpg?impolicy=listingimagedesktop",,,,,,,,
"https://www.perniaspopupshop.com/designers/meraki-by-rachna","Meraki By Rachna","Women","https://www.facebook.com/ranchosartclub/",,"https://img.perniaspopupshop.com/catalog/product/m/e/MERRA022335_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MERRA022336_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MERRA022337_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MERRA062250_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MERRA062254_1.JPG?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/m/e/MERRA062253_1.JPG?impolicy=listingimagedesktop",,,,,,,,
