"MAIN STORE LINK","DESIGNER NAME","INSTAGRAM URL","IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","IMAGE 7","IMAGE 8","IMAGE 9","IMAGE 10","IMAGE 11","IMAGE 12"
"Not Applicable","Sanjana Ray","https://www.instagram.com/sanjanaray03/?hl=en","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/362812007_1981024195584444_2055000926869729925_n.jpg?stp=dst-jpg_e35_s1080x1080&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=Xaiu5aJzuGgAX_ZQdKq&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC0C_3Ekpeakz6BdVE2C7eaY8e-_rFAUDvvvNp4EHo4tw&oe=655E9ACA&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/362323986_320601356966676_1707585807043024704_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=poBIkaNTltUAX8DO54j&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCgkVk0kaBmdvbTR1XCG0YCh66sL_Uv1IVBKky3zJP1dQ&oe=655BB9F4&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/361991099_808110741028356_5730822651877971986_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=iTOsS6aTiMEAX9GydSW&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfD9I4tudfKKlkADbuIAGec-H09ageYNcTevKAg_X0JL0w&oe=655C2099&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/398249292_297010576564640_2888011083286035454_n.jpg?stp=c0.177.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=FVrrVarcHvIAX-lWPvn&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCh1hu5TY931eFKkIdOpu3Jt8ZV3erT62PrHLuCBA1glQ&oe=655F4AA5&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/398401347_873360130866672_50954547299434585_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=_lzG3uJswO0AX-PYT__&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCdSurgI0Cr2JefztgIPpZvIVQCoWzILR_mv10EB9Kztw&oe=655E6865&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/385860265_653906450177749_1873115512503486598_n.jpg?stp=dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=gNp_Qs2_rbQAX-jSODP&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfANSRggpWOr41gXl6FN4nRXTJvurVD18xV37AchdBANiw&oe=656028F8&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/372667363_3459025931093945_5095264098035279469_n.jpg?stp=dst-jpg_e15&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=6xrM5ru25FYAX9RJPop&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfBXZpr80SHK9LeA47xbohF-BlIdWOCvmYVaVmd4uKVj3Q&oe=655BF16B&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/352836834_638181284900735_1815731287461676231_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=YjIWj8derzkAX_QzkWD&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfD0INxR5gTmGwIshkhSlYqhkQlS3HpoTvIlE50QkGLblg&oe=655FDB26&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/347830173_1335255473721902_5688319908112968529_n.jpg?stp=c0.180.1440.1440a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=pqA34iFVpgcAX8BFGQZ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC1jDxmc9YbYvc3rIr-uEek3HFvSJcZs1xT5AYTA6LaMA&oe=655EDEF1&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/346826273_180712344556200_5834545308076145308_n.jpg?stp=c0.325.1080.1080a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=RnJKy4fPCdcAX8y3dux&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDn2Vz_VFLmfBYcFQAIVMroEPSc9XBcNYZpzU29w5vdjA&oe=655BD9A6&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/345240799_240039458677626_5042648169964381629_n.jpg?stp=c0.90.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=9GC1Tasi-dUAX-acYwc&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfC9pR8NsWm9aMWoiteObsLLs0JV6g2t3HCYF6blZZRS8g&oe=655C1934&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/343475916_544963891151820_6890719619711204220_n.jpg?stp=c417.0.1080.1080a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=8FKz6eFRhR0AX8-m6YU&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDhmxmJRQLf52Nkq2TWclUP8KNgHtm-4dk0aTISK5GY7Q&oe=655C0368&_nc_sid=8b3546"
"Not Applicable","Mehal Kejriwal","https://www.instagram.com/mehalkejriwal5/?hl=en","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/397137476_213402818437880_2876176420379539516_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Uudy0fACwOoAX_Fba0x&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfD3sbyPPsrHXsET-KaeklFplXmNdOdONCu8t8IRvY6TBA&oe=655C383A&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/387748043_362518849689411_3822950533031150382_n.jpg?stp=c0.926.2388.2388a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=g9VpUPfh7tEAX_xo6Bu&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCLaPgTZfyCVJPuIJ42qX3edKys9rEXVYbal7lKNuvoxA&oe=655C08C3&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/352498971_574385951491456_771578320913639513_n.jpg?stp=c0.1121.2890.2890a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=60A2zPssirwAX9OUbEL&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAnx6C0s0QrpKTLjInbWteVdWSEgu-qAGi4YMoaSlpyUA&oe=655BC570&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t39.30808-6/404102195_18216386806256868_8972433902374267135_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=b2r6Xq2nWoQAX8is9NX&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfDpgIcPSqQc0YsR8DHRyyJAti0YTjq-QpdLQFt6sCZawA&oe=655E8730&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/402946820_363254466142177_2470284415029599910_n.jpg?stp=c0.349.906.906a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=pwpkEhJ1LZoAX-nl3li&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDrP4M_1pyu-BDMh2w5vpz66OFKqaruPQjQSd_NVQe2Mw&oe=655BE426&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/402903177_1505127513586636_305337222838465420_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=lteyzxTyJf0AX8Wvmgk&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAhh3Gen7y4b-6sdOEGoZCHADF7JgQYyGaLdvqAM3aYGA&oe=655BCD22&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/403552268_1764848407281030_4450155016128359266_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=4aDlg9ax1PsAX8Km9Om&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfDYZDCgEcfuFmg3D9q3o5ELAy9isSTZvxErZSgaoZI8tA&oe=655BC41B&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/402162539_2418119398368429_1512309441104365866_n.jpg?stp=c0.1248.3216.3216a_dst-jpg_e35_s640x640_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=EmmyqO-lSOUAX-4UNr7&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfA0Yz8h3dzoRnWnRWd3kXNrdZJbuSUMmozHPHniGKJ7dg&oe=655BF287&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t39.30808-6/402598800_18215715205256868_3313683420820150883_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=RtdIPYCtS3gAX9QoD_d&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfBtIlDW9vyRgSR25DzmUL-EEGee9d6aPdNpfZ7KKR5t0Q&oe=655FFA9E&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t39.30808-6/402608057_18215714047256868_310321081062249208_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=4hkaNyVk01kAX_f2lps&edm=AOQ1c0wAAAAA&ccb=7-5&oh=00_AfCArjZfYQLL97owAiawCLciXLnAWYVimJJMtmZ_B53eWQ&oe=655F2A07&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/401154569_355831230144571_5419187309365430319_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=lNXUNs5DqOQAX9O0Zvz&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfAycfJMs9i8c9vHNgl3swymP8hBcmY4YxAwrd0QDwVhcg&oe=655C38BF&_nc_sid=8b3546","https://instagram.fsif1-1.fna.fbcdn.net/v/t51.2885-15/400901012_852867816306806_8615771082994598411_n.jpg?stp=c0.280.720.720a_dst-jpg_e15_s640x640&_nc_ht=instagram.fsif1-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=L3krOq8YSfoAX_q6KzJ&edm=AOQ1c0wBAAAA&ccb=7-5&oh=00_AfCF4aqH0hYPJv2bZ1zwB7qVyTvmdliLk__NCkJprB_y8w&oe=655C41F5&_nc_sid=8b3546"
