"MAIN STORE LINK","DESIGNER NAME","PRICE RANGE","CATEGORY","WEBSITE","INSTAGRAM URL","STORE 1","STORE 2 ","STORE 3 ","STORE 4 ","STORE 5 ","STORE 6","STORE 7","STORE 8","STORE 9","STORE 10","STORE 11","STORE 12","STORE 13","STORE 14","IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","categories"
"https://www.perniaspopupshop.com/designers/naav-by-avneet","Naav By avneet","4000-28000","Women","https://www.naavbyavneet.com/","https://www.instagram.com/naavbyavneet/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062245_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062248_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062243_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062241_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062230_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAAV062231_1.jpg?impolicy=listingimagedesktop","Dresses, Midi Dress, Pant, Shirt, Kurta Set, Jumpsuits, Printed Dress, Top, Straight Pants, Palazzo Pant, Maxi Dress, Lehenga, Kaftan, Embroidered Lehenga, Blazers, Anarkali Set, Embroidered Saree, Jacket Dress, Knee Length Dress, Mini Dress, Pant Set, Printed Lehenga, Sarees, Sharara Set, Wide Leg Pants"
"https://www.perniaspopupshop.com/designers/narmohandas","Narmohandas","","","","","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072114_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072113_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072112_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072111_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072110_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NARM072109_1.jpg?impolicy=listingimagedesktop",""
"https://www.perniaspopupshop.com/designers/nagraj","Nagraj","","","","","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072110_1.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072109_1.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072108_1.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072106_2.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072105_1.jpeg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAGC072102_1.jpeg?impolicy=listingimagedesktop",""
"https://www.perniaspopupshop.com/designers/nineh","Nineh","","Women","https://www.nineh.in/","https://instagram.com/nineh.in","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/i/NINE072103_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NINE072116_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NINE072114_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NINE072104_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/i/NINE052210_1.jpg?impolicy=listingimagedesktop","",""
"https://www.perniaspopupshop.com/designers/namya-living","NAMYA LIVING","","","https://www.namyaliving.com/","https://www.instagram.com/namyaliving/","","","","","","","","","","","","","","","","","","","","",""
"https://www.perniaspopupshop.com/designers/nero-by-shaifali-satya","Nero by Shaifali & Satya","4500-85000","Men","https://www.facebook.com/nerobyshaifaliandsatya/","https://www.instagram.com/nerobyshaifaliandsatya/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS112307_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS112303_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS112304_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS112302_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS102376_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/b/NBSS102372_1.jpg?impolicy=listingimagedesktop","Kurta Set, Indowestern, Sherwani, Bandhgala, Embroidered Sherwani, Nehru Jacket, Tuxedo, Blazers, Shirt, Malas, Casual shirts, Jacket, Printed shirts, Co-Ord Set, Embroidered Shirts, Sherwani Set, Solid sherwanis, Suit, Traditional sherwani"
"https://www.perniaspopupshop.com/designers/nirmooha-men","Nirmooha Men","5000-42900","Men","https://nirmohafashionhouse.com/","https://www.instagram.com/nirmooha/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062343_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062342_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062341_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062340_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062339_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/r/NRMC062338_1.jpg?impolicy=listingimagedesktop","Pant, Shirt, Blazers, Jacket, Kurta Set, Printed shirts, Pant Set, T-Shirt, Shorts, Co-Ord Set, Nehru Jacket, Bundi Set, Joggers, Solid Shirts, Suit, Embroidered Shirts, Formal shirts, Hoodies"
"https://www.perniaspopupshop.com/designers/nss-little-stars","NSS Little Stars","12200-29900","Kids","https://www.littlestars.in/","https://www.instagram.com/littlestarskol/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082324_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082323_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082322_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082321_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082320_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/s/NSLS082318_1.jpg?impolicy=listingimagedesktop","Dresses, Lehenga, Skirt Set, Jacket Set"
"https://www.perniaspopupshop.com/designers/nameh-by-amreen","NAMEH BY AMREEN","","","","","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/a/NAME082230_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAME082229_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAME082228_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/a/NAME082221_1.jpg?impolicy=listingimagedesktop","","",""
"https://www.perniaspopupshop.com/designers/nigh-nigh","Nigh Nigh label","","Kids","https://nighnighstore.com/","https://www.instagram.com/nighnighstore/","","","","","","","","","","","","","","","https://img.perniaspopupshop.com/catalog/product/n/n/NNLK112179_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/n/NNLK112178_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/n/NNLK112176_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/n/NNLK112175_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/n/n/NNLK112174_1.jpg?impolicy=listingimagedesktop","https://img.perniaspopupshop.com/catalog/product/0/9/09-09-2017_nigh_nigh5184.jpg?impolicy=listingimagedesktop","Nightwear"
